,index,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
895,68962.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,TS Mills,156.0,3.0,16.2,56.0,1.0,42.0,3.0,207.0,,,,,,,,,,,,,,,
896,68963.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,TS Mills,160.0,3.0,16.3,59.0,1.0,46.0,3.0,207.0,,,,,,,,,,,,,,,
897,68964.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,TS Mills,161.0,3.0,16.4,56.0,1.0,47.0,3.0,207.0,,,,,,,,,,,,,,,
898,68969.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,A Choudhary,170.0,3.0,17.2,50.0,1.0,47.0,11.0,207.0,,,,,,,,,,,,,,,
899,68970.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,A Choudhary,171.0,3.0,17.2,50.0,1.0,47.0,11.0,207.0,,,,,,,,,,,,,,,
900,68971.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,A Choudhary,175.0,3.0,17.3,52.0,1.0,51.0,11.0,207.0,,,,,,,,,,,,,,,
901,68972.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,A Choudhary,176.0,3.0,17.4,52.0,1.0,52.0,11.0,207.0,,,,,,,,,,,,,,,
902,68976.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,TS Mills,184.0,3.0,18.2,53.0,1.0,56.0,15.0,207.0,,,,,,,,,,,,,,,
903,68977.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,TS Mills,190.0,3.0,18.3,59.0,1.0,62.0,15.0,207.0,,,,,,,,,,,,,,,
904,68978.0,560.0,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Yuvraj Singh,TS Mills,190.0,4.0,18.4,58.0,2.0,62.0,15.0,207.0,,,,,,,,,,,,,,,
905,70063.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,110.0,2.0,13.4,44.0,2.0,45.0,0.0,158.0,,,,,,,,,,,,,,,
906,70064.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,110.0,2.0,13.5,44.0,2.0,45.0,0.0,158.0,,,,,,,,,,,,,,,
907,70065.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,110.0,2.0,13.6,43.0,2.0,45.0,0.0,158.0,,,,,,,,,,,,,,,
908,70069.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,MJ McClenaghan,114.0,2.0,14.4,39.0,2.0,48.0,1.0,158.0,,,,,,,,,,,,,,,
909,70072.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,HH Pandya,118.0,3.0,15.1,36.0,2.0,4.0,1.0,158.0,,,,,,,,,,,,,,,
910,70073.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,HH Pandya,119.0,3.0,15.1,37.0,2.0,4.0,1.0,158.0,,,,,,,,,,,,,,,
911,70074.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,HH Pandya,123.0,3.0,15.2,40.0,2.0,5.0,4.0,158.0,,,,,,,,,,,,,,,
912,70075.0,569.0,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuvraj Singh,HH Pandya,123.0,4.0,15.3,39.0,3.0,5.0,4.0,158.0,,,,,,,,,,,,,,,
913,71167.0,578.0,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,AR Patel,50.0,3.0,9.2,28.0,3.0,20.0,0.0,159.0,,,,,,,,,,,,,,,
914,71461.0,580.0,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,154.0,2.0,16.5,56.0,1.0,56.0,1.0,191.0,,,,,,,,,,,,,,,
915,71463.0,580.0,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,AD Mathews,159.0,2.0,17.1,59.0,1.0,60.0,2.0,191.0,,,,,,,,,,,,,,,
916,71466.0,580.0,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,AD Mathews,163.0,2.0,17.4,57.0,1.0,63.0,3.0,191.0,,,,,,,,,,,,,,,
917,71470.0,580.0,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,170.0,4.0,18.2,57.0,3.0,3.0,0.0,191.0,,,,,,,,,,,,,,,
918,72805.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,MM Sharma,155.0,2.0,14.6,46.0,1.0,23.0,1.0,207.0,,,,,,,,,,,,,,,
919,72806.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,156.0,2.0,15.1,46.0,1.0,23.0,2.0,207.0,,,,,,,,,,,,,,,
920,72808.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,157.0,2.0,15.3,45.0,1.0,24.0,2.0,207.0,,,,,,,,,,,,,,,
921,72809.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,157.0,2.0,15.4,44.0,1.0,24.0,2.0,207.0,,,,,,,,,,,,,,,
922,72810.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,159.0,2.0,15.5,45.0,1.0,24.0,4.0,207.0,,,,,,,,,,,,,,,
923,72811.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,160.0,2.0,15.6,45.0,1.0,24.0,5.0,207.0,,,,,,,,,,,,,,,
924,72812.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,KC Cariappa,164.0,2.0,16.1,48.0,1.0,24.0,9.0,207.0,,,,,,,,,,,,,,,
925,72813.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,KC Cariappa,165.0,2.0,16.2,48.0,1.0,24.0,10.0,207.0,,,,,,,,,,,,,,,
926,72815.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,KC Cariappa,170.0,2.0,16.4,51.0,1.0,25.0,14.0,207.0,,,,,,,,,,,,,,,
927,72816.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,KC Cariappa,170.0,2.0,16.5,50.0,1.0,25.0,14.0,207.0,,,,,,,,,,,,,,,
928,72817.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,KC Cariappa,171.0,2.0,16.6,50.0,1.0,25.0,15.0,207.0,,,,,,,,,,,,,,,
929,72818.0,591.0,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,171.0,3.0,17.1,50.0,2.0,25.0,15.0,207.0,,,,,,,,,,,,,,,
930,73299.0,595.0,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Yuvraj Singh,CR Woakes,173.0,2.0,16.4,43.0,2.0,10.0,1.0,209.0,,,,,,,,,,,,,,,
931,73302.0,595.0,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Yuvraj Singh,NM Coulter-Nile,176.0,2.0,17.1,41.0,2.0,12.0,2.0,209.0,,,,,,,,,,,,,,,
932,73304.0,595.0,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Yuvraj Singh,NM Coulter-Nile,178.0,2.0,17.3,39.0,2.0,13.0,3.0,209.0,,,,,,,,,,,,,,,
933,73308.0,595.0,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Yuvraj Singh,CR Woakes,187.0,2.0,18.0,46.0,1.0,21.0,3.0,209.0,,,,,,,,,,,,,,,
934,73309.0,595.0,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Yuvraj Singh,CR Woakes,188.0,2.0,18.1,47.0,1.0,21.0,4.0,209.0,,,,,,,,,,,,,,,
935,73315.0,595.0,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Yuvraj Singh,NM Coulter-Nile,203.0,2.0,19.1,56.0,1.0,35.0,5.0,209.0,,,,,,,,,,,,,,,
936,73320.0,595.0,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Yuvraj Singh,NM Coulter-Nile,209.0,3.0,19.6,51.0,2.0,40.0,6.0,209.0,,,,,,,,,,,,,,,
937,73615.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,77.0,2.0,8.4,47.0,2.0,14.0,1.0,185.0,,,,,,,,,,,,,,,
938,73617.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,78.0,2.0,8.6,38.0,2.0,15.0,1.0,185.0,,,,,,,,,,,,,,,
939,73619.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,J Yadav,79.0,2.0,9.2,33.0,2.0,15.0,1.0,185.0,,,,,,,,,,,,,,,
940,73620.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,J Yadav,80.0,2.0,9.3,33.0,2.0,15.0,2.0,185.0,,,,,,,,,,,,,,,
941,73622.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,J Yadav,82.0,2.0,9.5,34.0,2.0,16.0,3.0,185.0,,,,,,,,,,,,,,,
942,73626.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,85.0,2.0,10.3,28.0,1.0,18.0,4.0,185.0,,,,,,,,,,,,,,,
943,73629.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,90.0,2.0,10.6,24.0,1.0,23.0,4.0,185.0,,,,,,,,,,,,,,,
944,73632.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,92.0,2.0,11.3,26.0,1.0,24.0,5.0,185.0,,,,,,,,,,,,,,,
945,73634.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,92.0,3.0,11.5,25.0,2.0,5.0,0.0,185.0,,,,,,,,,,,,,,,
946,73635.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,93.0,3.0,11.6,26.0,2.0,6.0,0.0,185.0,,,,,,,,,,,,,,,
947,73636.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,93.0,3.0,12.1,25.0,2.0,6.0,0.0,185.0,,,,,,,,,,,,,,,
948,73637.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,94.0,3.0,12.2,25.0,2.0,7.0,0.0,185.0,,,,,,,,,,,,,,,
949,73641.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,98.0,3.0,12.6,23.0,2.0,8.0,3.0,185.0,,,,,,,,,,,,,,,
950,73642.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,98.0,3.0,13.1,23.0,2.0,8.0,3.0,185.0,,,,,,,,,,,,,,,
951,73643.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,102.0,3.0,13.2,27.0,1.0,12.0,3.0,185.0,,,,,,,,,,,,,,,
952,73644.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,103.0,3.0,13.3,27.0,1.0,13.0,3.0,185.0,,,,,,,,,,,,,,,
953,73646.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,105.0,3.0,13.5,27.0,1.0,14.0,4.0,185.0,,,,,,,,,,,,,,,
954,73649.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,108.0,3.0,14.1,29.0,1.0,14.0,6.0,185.0,,,,,,,,,,,,,,,
955,73650.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,108.0,3.0,14.2,28.0,1.0,14.0,6.0,185.0,,,,,,,,,,,,,,,
956,73651.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,112.0,3.0,14.3,31.0,1.0,18.0,6.0,185.0,,,,,,,,,,,,,,,
957,73652.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,112.0,3.0,14.4,30.0,1.0,18.0,6.0,185.0,,,,,,,,,,,,,,,
958,73653.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,A Mishra,113.0,3.0,14.5,30.0,1.0,19.0,6.0,185.0,,,,,,,,,,,,,,,
959,73656.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,116.0,3.0,15.1,31.0,1.0,19.0,8.0,185.0,,,,,,,,,,,,,,,
960,73657.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,120.0,3.0,15.2,31.0,1.0,23.0,8.0,185.0,,,,,,,,,,,,,,,
961,73658.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,120.0,3.0,15.3,30.0,1.0,23.0,8.0,185.0,,,,,,,,,,,,,,,
962,73659.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,121.0,3.0,15.4,31.0,1.0,24.0,8.0,185.0,,,,,,,,,,,,,,,
963,73661.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,Mohammed Shami,126.0,3.0,15.6,35.0,1.0,28.0,9.0,185.0,,,,,,,,,,,,,,,
964,73663.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,128.0,3.0,16.2,36.0,0.0,29.0,10.0,185.0,,,,,,,,,,,,,,,
965,73665.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,131.0,3.0,16.4,38.0,0.0,31.0,11.0,185.0,,,,,,,,,,,,,,,
966,73666.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,132.0,3.0,16.5,39.0,0.0,32.0,11.0,185.0,,,,,,,,,,,,,,,
967,73670.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,142.0,3.0,17.3,45.0,0.0,36.0,17.0,185.0,,,,,,,,,,,,,,,
968,73671.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,148.0,3.0,17.4,50.0,0.0,42.0,17.0,185.0,,,,,,,,,,,,,,,
969,73672.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,149.0,3.0,17.5,51.0,0.0,43.0,17.0,185.0,,,,,,,,,,,,,,,
970,73674.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,154.0,3.0,18.1,51.0,0.0,44.0,21.0,185.0,,,,,,,,,,,,,,,
971,73676.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,159.0,3.0,18.3,54.0,0.0,48.0,22.0,185.0,,,,,,,,,,,,,,,
972,73677.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,163.0,3.0,18.4,57.0,0.0,52.0,22.0,185.0,,,,,,,,,,,,,,,
973,73678.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,CH Morris,164.0,3.0,18.5,57.0,0.0,53.0,22.0,185.0,,,,,,,,,,,,,,,
974,73680.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,171.0,3.0,19.0,63.0,0.0,57.0,24.0,185.0,,,,,,,,,,,,,,,
975,73681.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,171.0,3.0,19.1,59.0,0.0,57.0,24.0,185.0,,,,,,,,,,,,,,,
976,73682.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,175.0,3.0,19.2,63.0,0.0,61.0,24.0,185.0,,,,,,,,,,,,,,,
977,73683.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,176.0,3.0,19.3,63.0,0.0,62.0,24.0,185.0,,,,,,,,,,,,,,,
978,73685.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,181.0,3.0,19.5,66.0,0.0,66.0,25.0,185.0,,,,,,,,,,,,,,,
979,73686.0,598.0,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,K Rabada,185.0,3.0,19.6,69.0,0.0,70.0,25.0,185.0,,,,,,,,,,,,,,,
1356,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,JDP Oram,2.0,0.0,0.1,2.0,0.0,2.0,0.0,147.0
1357,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,JDP Oram,3.0,0.0,0.2,3.0,0.0,3.0,0.0,147.0
1360,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,JDP Oram,4.0,0.0,0.5,4.0,0.0,3.0,1.0,147.0
1361,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,JDP Oram,8.0,0.0,0.6,8.0,0.0,7.0,1.0,147.0
1375,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,MS Gony,33.0,2.0,3.1,33.0,2.0,8.0,0.0,147.0
1387,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,MS Gony,50.0,2.0,5.1,47.0,2.0,17.0,8.0,147.0
1388,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,MS Gony,51.0,2.0,5.2,48.0,2.0,17.0,9.0,147.0
1393,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,61.0,3.0,6.1,53.0,3.0,9.0,0.0,147.0
1394,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,61.0,3.0,6.2,52.0,3.0,9.0,0.0,147.0
1395,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,61.0,3.0,6.3,48.0,3.0,9.0,0.0,147.0
1396,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,61.0,3.0,6.4,42.0,3.0,9.0,0.0,147.0
1397,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,61.0,3.0,6.5,38.0,3.0,9.0,0.0,147.0
1398,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,62.0,3.0,6.5,38.0,3.0,9.0,0.0,147.0
1399,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,63.0,3.0,6.6,37.0,3.0,10.0,0.0,147.0
1400,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,P Amarnath,64.0,3.0,7.1,32.0,3.0,11.0,0.0,147.0
1408,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,66.0,4.0,8.3,29.0,2.0,11.0,2.0,147.0
1409,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,67.0,4.0,8.3,30.0,2.0,11.0,2.0,147.0
1410,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,67.0,4.0,8.4,29.0,2.0,11.0,2.0,147.0
1411,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,M Muralitharan,68.0,4.0,8.5,30.0,2.0,12.0,2.0,147.0
1414,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,Joginder Sharma,70.0,4.0,9.2,28.0,2.0,12.0,4.0,147.0
1415,,,,,,,,,,,,,,,,,12.0,2008-04-26,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,Joginder Sharma,70.0,5.0,9.3,24.0,3.0,12.0,4.0,147.0
1856,,,,,,,,,,,,,,,,,16.0,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,SM Pollock,5.0,0.0,0.2,5.0,0.0,4.0,1.0,137.0
1857,,,,,,,,,,,,,,,,,16.0,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,SM Pollock,5.0,1.0,0.3,5.0,1.0,4.0,1.0,137.0
3456,,,,,,,,,,,,,,,,,29.0,2008-05-08,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,DW Steyn,10.0,1.0,2.1,10.0,1.0,6.0,0.0,129.0
3457,,,,,,,,,,,,,,,,,29.0,2008-05-08,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,DW Steyn,10.0,1.0,2.2,10.0,1.0,6.0,0.0,129.0
3458,,,,,,,,,,,,,,,,,29.0,2008-05-08,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,DW Steyn,14.0,1.0,2.3,14.0,1.0,6.0,4.0,129.0
3459,,,,,,,,,,,,,,,,,29.0,2008-05-08,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,DW Steyn,14.0,1.0,2.4,14.0,1.0,6.0,4.0,129.0
3460,,,,,,,,,,,,,,,,,29.0,2008-05-08,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,DW Steyn,15.0,1.0,2.5,15.0,1.0,6.0,5.0,129.0
3462,,,,,,,,,,,,,,,,,29.0,2008-05-08,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,Z Khan,20.0,1.0,3.1,20.0,1.0,10.0,6.0,129.0
